n_games,score,best,avg,epsilon
1066,25,55,14.6848,5
1067,12,55,14.6823,5
1068,7,55,14.6751,5
1069,24,55,14.6838,5
1070,1,55,14.6710,5
1071,4,55,14.6611,5
1072,12,55,14.6586,5
1073,20,55,14.6636,5
1074,24,55,14.6723,5
1075,8,55,14.6660,5
1076,21,55,14.6719,5
1077,19,55,14.6760,5
1078,22,55,14.6827,5
1079,16,55,14.6840,5
1080,13,55,14.6824,5
1081,22,55,14.6892,5
1082,15,55,14.6895,5
1083,29,55,14.7027,5
1084,32,55,14.7186,5
1085,41,55,14.7429,5
1086,6,55,14.7348,5
1087,2,55,14.7231,5
1088,21,55,14.7289,5
1089,22,55,14.7355,5
1090,5,55,14.7266,5
1091,23,55,14.7342,5
1092,6,55,14.7262,5
1093,17,55,14.7283,5
1094,23,55,14.7358,5
1095,18,55,14.7388,5
1096,28,55,14.7509,5
1097,28,55,14.7630,5
1098,14,55,14.7623,5
1099,12,55,14.7598,5
1100,2,55,14.7482,5
1101,26,55,14.7584,5
1102,10,55,14.7541,5
1103,6,55,14.7461,5
1104,22,55,14.7527,5
1105,36,55,14.7719,5
1106,15,55,14.7722,5
1107,17,55,14.7742,5
1108,32,55,14.7897,5
1109,23,55,14.7971,5
1110,25,55,14.8063,5
1111,48,55,14.8362,5
1112,15,55,14.8363,5
1113,7,55,14.8293,5
1114,27,55,14.8402,5
1115,11,55,14.8368,5
1116,19,55,14.8405,5
1117,29,55,14.8532,5
1118,24,55,14.8614,5
1119,22,55,14.8677,5
1120,1,55,14.8554,5
1121,5,55,14.8466,5
1122,12,55,14.8440,5
1123,8,55,14.8379,5
1124,5,55,14.8292,5
1125,37,55,14.8489,5
1126,20,55,14.8535,5
1127,27,55,14.8642,5
1128,8,55,14.8582,5
1129,3,55,14.8477,5
1130,2,55,14.8363,5
1131,21,55,14.8417,5
1132,1,55,14.8295,5
1133,19,55,14.8332,5
1134,31,55,14.8474,5
1135,19,55,14.8511,5
1136,19,55,14.8548,5
1137,2,55,14.8434,5
1138,3,55,14.8330,5
1139,15,55,14.8332,5
1140,38,55,14.8535,5
1141,9,55,14.8484,5
1142,17,55,14.8503,5
1143,22,55,14.8565,5
1144,19,55,14.8601,5
1145,27,55,14.8707,5
1146,14,55,14.8700,5
1147,5,55,14.8614,5
1148,36,55,14.8798,5
1149,5,55,14.8712,5
1150,14,55,14.8704,5
1151,11,55,14.8671,5
1152,10,55,14.8628,5
1153,30,55,14.8760,5
1154,21,55,14.8813,5
1155,21,55,14.8866,5
1156,12,55,14.8841,5
1157,32,55,14.8989,5
1158,11,55,14.8955,5
1159,7,55,14.8887,5
1160,38,55,14.9086,5
1161,44,55,14.9337,5
1162,3,55,14.9234,5
1163,12,55,14.9209,5
1164,13,55,14.9192,5
1165,17,55,14.9210,5
1166,13,55,14.9194,5
1167,20,55,14.9237,5
1168,8,55,14.9178,5
1169,12,55,14.9153,5
1170,6,55,14.9077,5
1171,19,55,14.9112,5
1172,11,55,14.9078,5
1173,10,55,14.9037,5
1174,17,55,14.9055,5
1175,26,55,14.9149,5
1176,11,55,14.9116,5
1177,0,55,14.8989,5
1178,13,55,14.8973,5
1179,28,55,14.9084,5
1180,15,55,14.9085,5
1181,11,55,14.9052,5
1182,11,55,14.9019,5
1183,3,55,14.8918,5
1184,19,55,14.8953,5
1185,18,55,14.8979,5
1186,4,55,14.8887,5
1187,6,55,14.8812,5
1188,12,55,14.8788,5
1189,17,55,14.8806,5
1190,6,55,14.8731,5
1191,12,55,14.8707,5
1192,8,55,14.8649,5
1193,8,55,14.8592,5
1194,15,55,14.8593,5
1195,22,55,14.8653,5
1196,4,55,14.8562,5
1197,1,55,14.8446,5
1198,8,55,14.8389,5
1199,11,55,14.8357,5
1200,1,55,14.8242,5
1201,18,55,14.8268,5
1202,22,55,14.8328,5
1203,16,55,14.8337,5
1204,31,55,14.8472,5
1205,24,55,14.8548,5
1206,4,55,14.8458,5
1207,14,55,14.8451,5
1208,26,55,14.8543,5
1209,1,55,14.8428,5
1210,6,55,14.8355,5
1211,23,55,14.8423,5
1212,9,55,14.8375,5
1213,25,55,14.8458,5
1214,9,55,14.8410,5
1215,15,55,14.8412,5
1216,12,55,14.8388,5
1217,26,55,14.8480,5
1218,11,55,14.8448,5
1219,29,55,14.8564,5
1220,4,55,14.8475,5
1221,15,55,14.8477,5
1222,17,55,14.8494,5
1223,14,55,14.8487,5
1224,17,55,14.8505,5
1225,33,55,14.8653,5
1226,14,55,14.8646,5
1227,16,55,14.8655,5
1228,15,55,14.8656,5
1229,21,55,14.8706,5
1230,23,55,14.8772,5
1231,5,55,14.8692,5
1232,15,55,14.8693,5
1233,38,55,14.8881,5
1234,33,55,14.9028,5
1235,13,55,14.9012,5
1236,9,55,14.8964,5
1237,8,55,14.8909,5
1238,2,55,14.8805,5
1239,13,55,14.8789,5
1240,26,55,14.8879,5
1241,16,55,14.8888,5
1242,23,55,14.8953,5
1243,6,55,14.8882,5
1244,13,55,14.8867,5
1245,19,55,14.8900,5
1246,18,55,14.8925,5
1247,10,55,14.8885,5
1248,36,55,14.9054,5
1249,8,55,14.8999,5
1250,10,55,14.8960,5
1251,34,55,14.9113,5
1252,23,55,14.9177,5
1253,11,55,14.9146,5
1254,12,55,14.9123,5
1255,8,55,14.9068,5
1256,5,55,14.8989,5
1257,6,55,14.8918,5
1258,12,55,14.8895,5
1259,11,55,14.8864,5
1260,2,55,14.8762,5
1261,15,55,14.8763,5
1262,16,55,14.8772,5
1263,23,55,14.8836,5
1264,45,55,14.9074,5
1265,9,55,14.9028,5
1266,29,55,14.9139,5
1267,13,55,14.9124,5
1268,7,55,14.9062,5
1269,7,55,14.8999,5
1270,24,55,14.9071,5
1271,2,55,14.8969,5
1272,16,55,14.8978,5
1273,13,55,14.8963,5
1274,29,55,14.9074,5
1275,7,55,14.9012,5
1276,20,55,14.9052,5
1277,11,55,14.9021,5
1278,9,55,14.8975,5
1279,9,55,14.8929,5
1280,23,55,14.8992,5
1281,18,55,14.9016,5
1282,4,55,14.8931,5
1283,10,55,14.8893,5
1284,4,55,14.8808,5
1285,2,55,14.8708,5
1286,6,55,14.8639,5
1287,6,55,14.8570,5
1288,21,55,14.8618,5
1289,10,55,14.8580,5
1290,14,55,14.8574,5
1291,13,55,14.8559,5
1292,1,55,14.8452,5
1293,4,55,14.8368,5
1294,17,55,14.8385,5
1295,12,55,14.8363,5
1296,16,55,14.8372,5
1297,20,55,14.8412,5
1298,4,55,14.8328,5
1299,4,55,14.8245,5
1300,25,55,14.8323,5
1301,14,55,14.8317,5
1302,19,55,14.8349,5
1303,16,55,14.8358,5
1304,13,55,14.8344,5
1305,14,55,14.8337,5
1306,25,55,14.8415,5
1307,12,55,14.8393,5
1308,29,55,14.8502,5
1309,15,55,14.8503,5
1310,5,55,14.8427,5
1311,20,55,14.8467,5
1312,12,55,14.8445,5
1313,23,55,14.8507,5
1314,34,55,14.8653,5
1315,3,55,14.8563,5
1316,18,55,14.8587,5
1317,5,55,14.8512,5
1318,26,55,14.8596,5
1319,7,55,14.8537,5
1320,8,55,14.8485,5
1321,5,55,14.8410,5
1322,1,55,14.8306,5
1323,9,55,14.8262,5
1324,3,55,14.8172,5
1325,24,55,14.8242,5
1326,1,55,14.8137,5
1327,11,55,14.8109,5
1328,19,55,14.8140,5
1329,18,55,14.8164,5
1330,15,55,14.8165,5
1331,32,55,14.8295,5
1332,20,55,14.8333,5
1333,9,55,14.8290,5
1334,2,55,14.8193,5
1335,25,55,14.8270,5
1336,16,55,14.8278,5
1337,23,55,14.8340,5
1338,3,55,14.8251,5
1339,17,55,14.8267,5
1340,16,55,14.8276,5
1341,45,55,14.8501,5
1342,12,55,14.8480,5
1343,1,55,14.8377,5
1344,12,55,14.8356,5
1345,13,55,14.8342,5
1346,19,55,14.8373,5
1347,5,55,14.8300,5
1348,8,55,14.8249,5
1349,15,55,14.8251,5
1350,1,55,14.8148,5
1351,7,55,14.8090,5
1352,2,55,14.7996,5
1353,18,55,14.8019,5
1354,21,55,14.8065,5
1355,6,55,14.8000,5
1356,22,55,14.8053,5
1357,17,55,14.8069,5
1358,31,55,14.8189,5
1359,8,55,14.8138,5
1360,8,55,14.8088,5
1361,8,55,14.8038,5
1362,13,55,14.8025,5
1363,33,55,14.8158,5
1364,12,55,14.8138,5
1365,33,55,14.8271,5
1366,13,55,14.8258,5
1367,19,55,14.8288,5
1368,0,55,14.8180,5
1369,21,55,14.8225,5
1370,22,55,14.8277,5
1371,22,55,14.8330,5
1372,18,55,14.8353,5
1373,4,55,14.8274,5
1374,13,55,14.8261,5
1375,12,55,14.8240,5
1376,11,55,14.8212,5
1377,7,55,14.8155,5
1378,30,55,14.8266,5
1379,17,55,14.8281,5
1380,19,55,14.8312,5
1381,9,55,14.8269,5
1382,2,55,14.8177,5
1383,18,55,14.8200,5
1384,19,55,14.8230,5
1385,16,55,14.8238,5
1386,1,55,14.8139,5
1387,22,55,14.8190,5
1388,16,55,14.8199,5
1389,4,55,14.8121,5
1390,11,55,14.8094,5
1391,2,55,14.8001,5
1392,14,55,14.7996,5
1393,22,55,14.8047,5
1394,4,55,14.7970,5
1395,27,55,14.8057,5
1396,1,55,14.7958,5
1397,35,55,14.8103,5
1398,26,55,14.8183,5
1399,21,55,14.8227,5
1400,6,55,14.8164,5
1401,29,55,14.8266,5
1402,27,55,14.8352,5
1403,37,55,14.8510,5
1404,15,55,14.8511,5
1405,4,55,14.8434,5
1406,10,55,14.8400,5
1407,26,55,14.8479,5
1408,35,55,14.8622,5
1409,13,55,14.8609,5
1410,9,55,14.8567,5
1411,13,55,14.8554,5
1412,14,55,14.8548,5
1413,13,55,14.8535,5
1414,23,55,14.8593,5
1415,15,55,14.8594,5
1416,3,55,14.8510,5
1417,9,55,14.8469,5
1418,4,55,14.8392,5
1419,34,55,14.8527,5
1420,26,55,14.8606,5
1421,7,55,14.8550,5
1422,25,55,14.8622,5
1423,28,55,14.8714,5
1424,17,55,14.8729,5
1425,24,55,14.8793,5
1426,3,55,14.8710,5
1427,11,55,14.8683,5
1428,1,55,14.8585,5
1429,12,55,14.8565,5
1430,9,55,14.8524,5
1431,17,55,14.8539,5
1432,24,55,14.8603,5
1433,21,55,14.8646,5
1434,11,55,14.8619,5
1435,7,55,14.8564,5
1436,4,55,14.8489,5
1437,2,55,14.8399,5
1438,24,55,14.8463,5
1439,27,55,14.8548,5
1440,20,55,14.8583,5
1441,10,55,14.8550,5
1442,8,55,14.8502,5
1443,2,55,14.8413,5
1444,10,55,14.8380,5
1445,20,55,14.8415,5
1446,9,55,14.8375,5
1447,20,55,14.8411,5
1448,3,55,14.8329,5
1449,23,55,14.8385,5
1450,20,55,14.8421,5
1451,17,55,14.8436,5
1452,19,55,14.8464,5
1453,15,55,14.8465,5
1454,4,55,14.8391,5
1455,27,55,14.8474,5
1456,15,55,14.8475,5
1457,19,55,14.8504,5
1458,13,55,14.8491,5
1459,21,55,14.8533,5
1460,1,55,14.8438,5
1461,19,55,14.8467,5
1462,16,55,14.8475,5
1463,24,55,14.8537,5
1464,15,55,14.8538,5
1465,5,55,14.8471,5
1466,6,55,14.8411,5
1467,11,55,14.8384,5
1468,19,55,14.8413,5
1469,8,55,14.8366,5
1470,15,55,14.8367,5
1471,4,55,14.8294,5
1472,7,55,14.8240,5
1473,0,55,14.8140,5
1474,30,55,14.8243,5
1475,19,55,14.8271,5
1476,16,55,14.8279,5
1477,22,55,14.8328,5
1478,3,55,14.8248,5
1479,5,55,14.8181,5
1480,8,55,14.8135,5
1481,31,55,14.8244,5
1482,23,55,14.8300,5
1483,13,55,14.8287,5
1484,16,55,14.8295,5
1485,6,55,14.8236,5
1486,7,55,14.8183,5
1487,4,55,14.8110,5
1488,32,55,14.8226,5
1489,18,55,14.8247,5
1490,9,55,14.8208,5
1491,4,55,14.8135,5
1492,4,55,14.8063,5
1493,7,55,14.8011,5
1494,8,55,14.7965,5
1495,1,55,14.7873,5
1496,13,55,14.7861,5
1497,34,55,14.7989,5
1498,16,55,14.7997,5
1499,5,55,14.7932,5
1500,2,55,14.7847,5
1501,27,55,14.7928,5
1502,10,55,14.7896,5
1503,28,55,14.7984,5
1504,5,55,14.7919,5
1505,37,55,14.8066,5
1506,5,55,14.8001,5
1507,18,55,14.8023,5
1508,34,55,14.8150,5
1509,23,55,14.8204,5
1510,8,55,14.8159,5
1511,15,55,14.8160,5
1512,32,55,14.8274,5
1513,9,55,14.8235,5
1514,14,55,14.8230,5
1515,3,55,14.8152,5
1516,13,55,14.8140,5
1517,33,55,14.8260,5
1518,4,55,14.8188,5
1519,39,55,14.8348,5
1520,2,55,14.8263,5
1521,25,55,14.8330,5
1522,10,55,14.8298,5
1523,18,55,14.8319,5
1524,14,55,14.8314,5
1525,18,55,14.8334,5
1526,7,55,14.8283,5
1527,25,55,14.8350,5
1528,7,55,14.8298,5
1529,13,55,14.8286,5
1530,9,55,14.8248,5
1531,3,55,14.8171,5
1532,8,55,14.8127,5
1533,15,55,14.8128,5
1534,11,55,14.8103,5
1535,40,55,14.8267,5
1536,14,55,14.8262,5
1537,5,55,14.8198,5
1538,1,55,14.8108,5
1539,12,55,14.8090,5
1540,7,55,14.8039,5
1541,3,55,14.7962,5
1542,24,55,14.8022,5
1543,22,55,14.8069,5
1544,24,55,14.8128,5
1545,3,55,14.8052,5
1546,44,55,14.8241,5
1547,29,55,14.8332,5
1548,15,55,14.8333,5
1549,5,55,14.8270,5
1550,26,55,14.8342,5
1551,29,55,14.8433,5
1552,0,55,14.8338,5
1553,1,55,14.8249,5
1554,10,55,14.8218,5
1555,4,55,14.8148,5
1556,39,55,14.8303,5
1557,12,55,14.8285,5
1558,6,55,14.8228,5
1559,39,55,14.8384,5
1560,31,55,14.8487,5
1561,37,55,14.8629,5
1562,3,55,14.8553,5
1563,7,55,14.8503,5
1564,4,55,14.8434,5
1565,14,55,14.8428,5
1566,39,55,14.8582,5
1567,22,55,14.8628,5
1568,15,55,14.8629,5
1569,15,55,14.8630,5
1570,42,55,14.8803,5
1571,4,55,14.8733,5
1572,27,55,14.8810,5
1573,33,55,14.8926,5
1574,6,55,14.8869,5
1575,11,55,14.8844,5
1576,11,55,14.8820,5
1577,8,55,14.8776,5
1578,35,55,14.8904,5
1579,35,55,14.9031,5
1580,9,55,14.8994,5
1581,10,55,14.8963,5
1582,28,55,14.9046,5
1583,28,55,14.9128,5
1584,31,55,14.9230,5
1585,9,55,14.9192,5
1586,21,55,14.9231,5
1587,1,55,14.9143,5
1588,25,55,14.9207,5
1589,4,55,14.9138,5
1590,9,55,14.9101,5
1591,15,55,14.9101,5
1592,9,55,14.9064,5
1593,22,55,14.9109,5
1594,9,55,14.9072,5
1595,12,55,14.9053,5
1596,10,55,14.9023,5
1597,7,55,14.8973,5
1598,1,55,14.8886,5
1599,25,55,14.8949,5
1600,17,55,14.8963,5
1601,16,55,14.8969,5
1602,26,55,14.9039,5
1603,21,55,14.9077,5
1604,3,55,14.9002,5
1605,30,55,14.9097,5
1606,9,55,14.9060,5
1607,17,55,14.9073,5
1608,10,55,14.9042,5
1609,36,55,14.9173,5
1610,8,55,14.9130,5
1611,6,55,14.9075,5
1612,29,55,14.9163,5
1613,30,55,14.9256,5
1614,14,55,14.9250,5
1615,21,55,14.9288,5
1616,18,55,14.9307,5
1617,39,55,14.9456,5
1618,1,55,14.9370,5
1619,15,55,14.9370,5
1620,10,55,14.9340,5
1621,26,55,14.9408,5
1622,20,55,14.9439,5
1623,6,55,14.9384,5
1624,3,55,14.9310,5
1625,22,55,14.9354,5
1626,22,55,14.9397,5
1627,1,55,14.9312,5
1628,9,55,14.9275,5
1629,41,55,14.9435,5
1630,28,55,14.9515,5
1631,12,55,14.9497,5
1632,13,55,14.9485,5
1633,20,55,14.9516,5
1634,15,55,14.9517,5
1635,15,55,14.9517,5
1636,29,55,14.9603,5
1637,22,55,14.9646,5
1638,16,55,14.9652,5
1639,21,55,14.9689,5
1640,15,55,14.9689,5
1641,9,55,14.9653,5
1642,7,55,14.9604,5
1643,18,55,14.9623,5
1644,4,55,14.9556,5
1645,11,55,14.9532,5
1646,24,55,14.9587,5
1647,17,55,14.9599,5
1648,8,55,14.9557,5
1649,21,55,14.9594,5
1650,23,55,14.9642,5
1651,13,55,14.9631,5
1652,2,55,14.9552,5
1653,23,55,14.9601,5
1654,25,55,14.9661,5
1655,16,55,14.9668,5
1656,20,55,14.9698,5
1657,17,55,14.9710,5
1658,27,55,14.9783,5
1659,18,55,14.9801,5
1660,28,55,14.9880,5
1661,16,55,14.9886,5
1662,16,55,14.9892,5
1663,36,55,15.0018,5
1664,20,55,15.0048,5
1665,16,55,15.0054,5
1666,4,55,14.9988,5
1667,11,55,14.9964,5
1668,19,55,14.9988,5
1669,25,55,15.0048,5
1670,13,55,15.0036,5
1671,20,55,15.0066,5
1672,21,55,15.0102,5
1673,19,55,15.0126,5
1674,7,55,15.0078,5
1675,26,55,15.0143,5
1676,25,55,15.0203,5
1677,12,55,15.0185,5
1678,13,55,15.0173,5
1679,1,55,15.0089,5
1680,8,55,15.0048,5
1681,10,55,15.0018,5
1682,35,55,15.0137,5
1683,1,55,15.0053,5
1684,31,55,15.0148,5
1685,33,55,15.0255,5
1686,15,55,15.0255,5
1687,16,55,15.0261,5
1688,5,55,15.0201,5
1689,15,55,15.0201,5
1690,12,55,15.0183,5
1691,37,55,15.0313,5
1692,11,55,15.0290,5
1693,10,55,15.0260,5
1694,12,55,15.0242,5
1695,19,55,15.0265,5
1696,12,55,15.0248,5
1697,15,55,15.0247,5
1698,9,55,15.0212,5
1699,7,55,15.0165,5
1700,40,55,15.0312,5
1701,4,55,15.0247,5
1702,8,55,15.0206,5
1703,5,55,15.0147,5
1704,25,55,15.0205,5
1705,23,55,15.0252,5
1706,25,55,15.0311,5
1707,13,55,15.0299,5
1708,13,55,15.0287,5
1709,15,55,15.0287,5
1710,26,55,15.0351,5
1711,4,55,15.0286,5
1712,8,55,15.0245,5
1713,16,55,15.0251,5
1714,9,55,15.0216,5
1715,14,55,15.0210,5
1716,14,55,15.0204,5
1717,19,55,15.0227,5
1718,27,55,15.0297,5
1719,12,55,15.0279,5
1720,15,55,15.0279,5
1721,25,55,15.0337,5
1722,3,55,15.0267,5
1723,11,55,15.0244,5
1724,21,55,15.0278,5
1725,2,55,15.0203,5
1726,6,55,15.0151,5
1727,16,55,15.0156,5
1728,34,55,15.0266,5
1729,9,55,15.0231,5
1730,24,55,15.0283,5
1731,12,55,15.0266,5
1732,19,55,15.0289,5
1733,8,55,15.0248,5
1734,4,55,15.0185,5
1735,5,55,15.0127,5
1736,9,55,15.0092,5
1737,12,55,15.0075,5
1738,1,55,14.9994,5
1739,24,55,15.0046,5
1740,27,55,15.0115,5
1741,1,55,15.0034,5
1742,9,55,15.0000,5
1743,28,55,15.0075,5
1744,27,55,15.0143,5
1745,11,55,15.0120,5
1746,23,55,15.0166,5
1747,24,55,15.0218,5
1748,5,55,15.0160,5
1749,13,55,15.0149,5
1750,20,55,15.0177,5
1751,15,55,15.0177,5
1752,8,55,15.0137,5
1753,1,55,15.0057,5
1754,23,55,15.0103,5
1755,8,55,15.0063,5
1756,22,55,15.0103,5
1757,6,55,15.0051,5
1758,7,55,15.0006,5
1759,22,55,15.0045,5
1760,7,55,15.0000,5
1761,23,55,15.0045,5
1762,13,55,15.0034,5
1763,30,55,15.0119,5
1764,12,55,15.0102,5
1765,20,55,15.0130,5
1766,19,55,15.0153,5
1767,3,55,15.0085,5
1768,22,55,15.0124,5
1769,17,55,15.0136,5
1770,16,55,15.0141,5
1771,17,55,15.0152,5
1772,8,55,15.0113,5
1773,10,55,15.0085,5
1774,1,55,15.0006,5
1775,2,55,14.9932,5
1776,6,55,14.9882,5
1777,24,55,14.9932,5
1778,29,55,15.0011,5
1779,5,55,14.9955,5
1780,25,55,15.0011,5
1781,20,55,15.0039,5
1782,10,55,15.0011,5
1783,26,55,15.0073,5
1784,9,55,15.0039,5
1785,3,55,14.9972,5
1786,3,55,14.9905,5
1787,6,55,14.9855,5
1788,24,55,14.9905,5
1789,22,55,14.9944,5
1790,9,55,14.9911,5
1791,17,55,14.9922,5
1792,34,55,15.0028,5
1793,35,55,15.0139,5
1794,7,55,15.0095,5
1795,1,55,15.0017,5
1796,9,55,14.9983,5
1797,12,55,14.9967,5
1798,7,55,14.9922,5
1799,7,55,14.9878,5
1800,25,55,14.9933,5
1801,10,55,14.9906,5
1802,22,55,14.9945,5
1803,22,55,14.9983,5
1804,46,55,15.0155,5
1805,33,55,15.0255,5
1806,15,55,15.0255,5
1807,14,55,15.0249,5
1808,31,55,15.0337,5
1809,37,55,15.0459,5
1810,17,55,15.0470,5
1811,32,55,15.0563,5
1812,7,55,15.0519,5
1813,23,55,15.0563,5
1814,14,55,15.0557,5
1815,6,55,15.0507,5
1816,11,55,15.0485,5
1817,36,55,15.0600,5
1818,28,55,15.0671,5
1819,14,55,15.0665,5
1820,31,55,15.0753,5
1821,1,55,15.0675,5
1822,2,55,15.0604,5
1823,11,55,15.0581,5
1824,21,55,15.0614,5
1825,27,55,15.0679,5
1826,7,55,15.0635,5
1827,32,55,15.0728,5
1828,5,55,15.0673,5
1829,19,55,15.0694,5
1830,24,55,15.0743,5
1831,23,55,15.0786,5
1832,10,55,15.0759,5
1833,1,55,15.0682,5
1834,26,55,15.0742,5
1835,25,55,15.0796,5
1836,49,55,15.0980,5
1837,16,55,15.0985,5
1838,8,55,15.0947,5
1839,22,55,15.0984,5
1840,13,55,15.0973,5
1841,9,55,15.0940,5
1842,18,55,15.0955,5
1843,13,55,15.0944,5
1844,7,55,15.0900,5
1845,23,55,15.0943,5
1846,6,55,15.0894,5
1847,25,55,15.0947,5
1848,26,55,15.1006,5
1849,11,55,15.0984,5
1850,10,55,15.0957,5
1851,18,55,15.0972,5
1852,1,55,15.0896,5
1853,11,55,15.0874,5
1854,25,55,15.0928,5
1855,6,55,15.0879,5
1856,8,55,15.0841,5
1857,2,55,15.0770,5
1858,4,55,15.0710,5
1859,9,55,15.0678,5
1860,28,55,15.0747,5
1861,22,55,15.0785,5
1862,17,55,15.0795,5
1863,11,55,15.0773,5
1864,7,55,15.0730,5
1865,21,55,15.0761,5
1866,13,55,15.0750,5
1867,12,55,15.0734,5
1868,7,55,15.0691,5
1869,21,55,15.0722,5
1870,1,55,15.0647,5
1871,0,55,15.0567,5
1872,14,55,15.0561,5
1873,10,55,15.0534,5
1874,37,55,15.0651,5
1875,6,55,15.0603,5
1876,12,55,15.0586,5
1877,36,55,15.0698,5
1878,12,55,15.0682,5
1879,14,55,15.0676,5
1880,17,55,15.0686,5
1881,36,55,15.0797,5
1882,7,55,15.0755,5
1883,12,55,15.0738,5
1884,7,55,15.0695,5
1885,19,55,15.0716,5
1886,7,55,15.0673,5
1887,6,55,15.0625,5
1888,17,55,15.0636,5
1889,26,55,15.0693,5
1890,5,55,15.0640,5
1891,6,55,15.0592,5
1892,6,55,15.0544,5
1893,21,55,15.0576,5
1894,27,55,15.0639,5
1895,22,55,15.0675,5
1896,18,55,15.0691,5
1897,22,55,15.0727,5
1898,5,55,15.0674,5
1899,26,55,15.0732,5
1900,17,55,15.0742,5
1901,13,55,15.0731,5
1902,18,55,15.0747,5
1903,19,55,15.0767,5
1904,10,55,15.0741,5
1905,15,55,15.0740,5
1906,33,55,15.0834,5
1907,14,55,15.0829,5
1908,8,55,15.0791,5
1909,2,55,15.0723,5
1910,7,55,15.0681,5
1911,12,55,15.0665,5
1912,1,55,15.0591,5
1913,5,55,15.0538,5
1914,3,55,15.0475,5
1915,13,55,15.0465,5
1916,7,55,15.0423,5
1917,5,55,15.0370,5
1918,4,55,15.0313,5
1919,16,55,15.0318,5
1920,18,55,15.0333,5
1921,17,55,15.0344,5
1922,30,55,15.0421,5
1923,5,55,15.0369,5
1924,12,55,15.0353,5
1925,5,55,15.0301,5
1926,6,55,15.0254,5
1927,1,55,15.0182,5
1928,10,55,15.0156,5
1929,9,55,15.0124,5
1930,8,55,15.0088,5
1931,3,55,15.0026,5
1932,30,55,15.0104,5
1933,27,55,15.0166,5
1934,19,55,15.0186,5
1935,17,55,15.0196,5
1936,14,55,15.0191,5
1937,30,55,15.0268,5
1938,13,55,15.0258,5
1939,11,55,15.0237,5
1940,0,55,15.0160,5
1941,7,55,15.0118,5
1942,25,55,15.0170,5
1943,6,55,15.0124,5
1944,4,55,15.0067,5
1945,2,55,15.0000,5
1946,22,55,15.0036,5
1947,7,55,14.9995,5
1948,1,55,14.9923,5
1949,11,55,14.9903,5
1950,6,55,14.9856,5
1951,19,55,14.9877,5
1952,30,55,14.9954,5
1953,1,55,14.9882,5
1954,1,55,14.9811,5
1955,12,55,14.9795,5
1956,4,55,14.9739,5
1957,16,55,14.9745,5
1958,32,55,14.9831,5
1959,8,55,14.9796,5
1960,24,55,14.9842,5
1961,22,55,14.9878,5
1962,1,55,14.9806,5
1963,14,55,14.9801,5
1964,36,55,14.9908,5
1965,18,55,14.9924,5
1966,10,55,14.9898,5
1967,12,55,14.9883,5
1968,19,55,14.9903,5
1969,15,55,14.9904,5
1970,11,55,14.9883,5
1971,2,55,14.9817,5
1972,16,55,14.9823,5
1973,14,55,14.9818,5
1974,25,55,14.9868,5
1975,3,55,14.9808,5
1976,14,55,14.9803,5
1977,5,55,14.9752,5
1978,9,55,14.9722,5
1979,12,55,14.9707,5
1980,8,55,14.9672,5
1981,15,55,14.9672,5
1982,0,55,14.9596,5
1983,23,55,14.9637,5
1984,1,55,14.9567,5
1985,11,55,14.9547,5
1986,13,55,14.9537,5
1987,32,55,14.9623,5
1988,14,55,14.9618,5
1989,8,55,14.9583,5
1990,6,55,14.9538,5
1991,11,55,14.9518,5
1992,31,55,14.9598,5
1993,21,55,14.9629,5
1994,15,55,14.9629,5
1995,21,55,14.9659,5
1996,26,55,14.9714,5
1997,5,55,14.9664,5
1998,5,55,14.9615,5
1999,6,55,14.9570,5
2000,0,55,14.9495,5
2001,9,55,14.9465,5
2002,22,55,14.9500,5
2003,15,55,14.9501,5
2004,1,55,14.9431,5
2005,24,55,14.9476,5
2006,1,55,14.9407,5
2007,12,55,14.9392,5
2008,39,55,14.9512,5
2009,7,55,14.9472,5
2010,31,55,14.9552,5
2011,2,55,14.9488,5
2012,15,55,14.9488,5
2013,25,55,14.9538,5
2014,5,55,14.9489,5
2015,10,55,14.9464,5
2016,34,55,14.9559,5
2017,22,55,14.9593,5
2018,17,55,14.9604,5
2019,18,55,14.9619,5
2020,17,55,14.9629,5
2021,15,55,14.9629,5
2022,35,55,14.9728,5
2023,16,55,14.9733,5
2024,7,55,14.9694,5
2025,13,55,14.9684,5
2026,18,55,14.9699,5
2027,9,55,14.9669,5
2028,28,55,14.9734,5
2029,18,55,14.9749,5
2030,35,55,14.9847,5
2031,0,55,14.9774,5
2032,15,55,14.9774,5
2033,13,55,14.9764,5
2034,18,55,14.9779,5
2035,34,55,14.9872,5
2036,2,55,14.9808,5
2037,24,55,14.9853,5
2038,18,55,14.9868,5
2039,11,55,14.9848,5
2040,19,55,14.9868,5
2041,6,55,14.9824,5
2042,9,55,14.9794,5
2043,24,55,14.9838,5
2044,16,55,14.9843,5
2045,8,55,14.9809,5
2046,20,55,14.9834,5
2047,28,55,14.9897,5
2048,3,55,14.9839,5
2049,19,55,14.9858,5
2050,3,55,14.9800,5
2051,14,55,14.9795,5
2052,29,55,14.9864,5
2053,19,55,14.9883,5
2054,11,55,14.9864,5
2055,17,55,14.9873,5
2056,28,55,14.9937,5
2057,29,55,15.0005,5
2058,10,55,14.9981,5
2059,19,55,15.0000,5
2060,14,55,14.9995,5
2061,17,55,15.0005,5
2062,20,55,15.0029,5
2063,10,55,15.0005,5
