n_games,score,best,avg,epsilon
3062,3,55,15.1816,5
3063,13,55,15.1809,5
3064,10,55,15.1792,5
3065,19,55,15.1804,5
3066,4,55,15.1768,5
3067,16,55,15.1770,5
3068,9,55,15.1750,5
3069,34,55,15.1812,5
3070,11,55,15.1798,5
3071,2,55,15.1755,5
3072,14,55,15.1751,5
3073,11,55,15.1738,5
3074,7,55,15.1711,5
3075,7,55,15.1685,5
3076,22,55,15.1707,5
3077,25,55,15.1739,5
3078,18,55,15.1748,5
3079,12,55,15.1738,5
3080,12,55,15.1727,5
3081,8,55,15.1704,5
3082,12,55,15.1694,5
3083,13,55,15.1687,5
3084,27,55,15.1725,5
3085,24,55,15.1754,5
3086,6,55,15.1724,5
3087,13,55,15.1717,5
3088,1,55,15.1671,5
3089,29,55,15.1716,5
3090,19,55,15.1728,5
3091,1,55,15.1682,5
3092,17,55,15.1688,5
3093,13,55,15.1681,5
3094,22,55,15.1703,5
3095,46,55,15.1803,5
3096,23,55,15.1828,5
3097,10,55,15.1811,5
3098,13,55,15.1804,5
3099,4,55,15.1768,5
3100,22,55,15.1790,5
3101,11,55,15.1777,5
3102,11,55,15.1763,5
3103,8,55,15.1740,5
3104,3,55,15.1701,5
3105,21,55,15.1720,5
3106,1,55,15.1674,5
3107,5,55,15.1641,5
3108,2,55,15.1599,5
3109,25,55,15.1631,5
3110,32,55,15.1685,5
3111,22,55,15.1707,5
3112,8,55,15.1684,5
3113,27,55,15.1722,5
3114,22,55,15.1744,5
3115,35,55,15.1807,5
3116,0,55,15.1759,5
3117,13,55,15.1752,5
3118,28,55,15.1793,5
3119,20,55,15.1808,5
3120,25,55,15.1840,5
3121,14,55,15.1836,5
3122,12,55,15.1826,5
3123,9,55,15.1806,5
3124,20,55,15.1821,5
3125,14,55,15.1818,5
3126,24,55,15.1846,5
3127,23,55,15.1871,5
3128,3,55,15.1832,5
3129,19,55,15.1844,5
3130,11,55,15.1831,5
3131,16,55,15.1833,5
3132,8,55,15.1810,5
3133,6,55,15.1781,5
3134,10,55,15.1765,5
3135,24,55,15.1793,5
3136,11,55,15.1779,5
3137,19,55,15.1792,5
3138,2,55,15.1750,5
3139,25,55,15.1781,5
3140,24,55,15.1809,5
3141,6,55,15.1780,5
3142,26,55,15.1814,5
3143,0,55,15.1766,5
3144,3,55,15.1727,5
3145,9,55,15.1707,5
3146,8,55,15.1685,5
3147,9,55,15.1665,5
3148,33,55,15.1722,5
3149,10,55,15.1705,5
3150,18,55,15.1714,5
3151,3,55,15.1676,5
3152,9,55,15.1656,5
3153,11,55,15.1643,5
3154,25,55,15.1674,5
3155,7,55,15.1648,5
3156,12,55,15.1638,5
3157,9,55,15.1619,5
3158,13,55,15.1612,5
3159,10,55,15.1595,5
3160,22,55,15.1617,5
3161,37,55,15.1686,5
3162,8,55,15.1664,5
3163,24,55,15.1691,5
3164,4,55,15.1656,5
3165,21,55,15.1675,5
3166,14,55,15.1671,5
3167,11,55,15.1658,5
3168,6,55,15.1629,5
3169,11,55,15.1616,5
3170,11,55,15.1603,5
3171,22,55,15.1624,5
3172,16,55,15.1627,5
3173,13,55,15.1620,5
3174,17,55,15.1626,5
3175,12,55,15.1616,5
3176,21,55,15.1634,5
3177,1,55,15.1590,5
3178,8,55,15.1567,5
3179,12,55,15.1557,5
3180,8,55,15.1535,5
3181,18,55,15.1544,5
3182,25,55,15.1574,5
3183,15,55,15.1574,5
3184,4,55,15.1539,5
3185,20,55,15.1554,5
3186,9,55,15.1535,5
3187,1,55,15.1490,5
3188,28,55,15.1531,5
3189,17,55,15.1537,5
3190,21,55,15.1555,5
3191,28,55,15.1595,5
3192,12,55,15.1585,5
3193,5,55,15.1553,5
3194,21,55,15.1572,5
3195,28,55,15.1612,5
3196,37,55,15.1680,5
3197,12,55,15.1670,5
3198,7,55,15.1645,5
3199,18,55,15.1654,5
3200,3,55,15.1616,5
3201,19,55,15.1628,5
3202,8,55,15.1605,5
3203,15,55,15.1605,5
3204,14,55,15.1601,5
3205,22,55,15.1622,5
3206,9,55,15.1603,5
3207,17,55,15.1609,5
3208,9,55,15.1590,5
3209,32,55,15.1642,5
3210,5,55,15.1611,5
3211,15,55,15.1610,5
3212,17,55,15.1616,5
3213,27,55,15.1653,5
3214,7,55,15.1627,5
3215,17,55,15.1633,5
3216,26,55,15.1667,5
3217,11,55,15.1654,5
3218,17,55,15.1659,5
3219,19,55,15.1671,5
3220,29,55,15.1714,5
3221,18,55,15.1723,5
3222,3,55,15.1685,5
3223,5,55,15.1654,5
3224,15,55,15.1653,5
3225,20,55,15.1668,5
3226,12,55,15.1658,5
3227,2,55,15.1618,5
3228,8,55,15.1595,5
3229,18,55,15.1604,5
3230,29,55,15.1647,5
3231,1,55,15.1603,5
3232,16,55,15.1606,5
3233,44,55,15.1695,5
3234,27,55,15.1732,5
3235,15,55,15.1731,5
3236,44,55,15.1820,5
3237,18,55,15.1829,5
3238,12,55,15.1819,5
3239,44,55,15.1908,5
3240,30,55,15.1954,5
3241,14,55,15.1950,5
3242,21,55,15.1968,5
3243,19,55,15.1980,5
3244,27,55,15.2016,5
3245,8,55,15.1994,5
3246,39,55,15.2067,5
3247,18,55,15.2076,5
3248,18,55,15.2084,5
3249,10,55,15.2068,5
3250,14,55,15.2065,5
3251,13,55,15.2058,5
3252,4,55,15.2023,5
3253,28,55,15.2063,5
3254,36,55,15.2127,5
3255,13,55,15.2120,5
3256,21,55,15.2138,5
3257,11,55,15.2125,5
3258,24,55,15.2152,5
3259,11,55,15.2139,5
3260,28,55,15.2178,5
3261,14,55,15.2174,5
3262,23,55,15.2198,5
3263,31,55,15.2246,5
3264,22,55,15.2267,5
3265,9,55,15.2248,5
3266,14,55,15.2244,5
3267,28,55,15.2283,5
3268,10,55,15.2267,5
3269,17,55,15.2273,5
3270,13,55,15.2266,5
3271,13,55,15.2259,5
3272,18,55,15.2268,5
3273,23,55,15.2291,5
3274,5,55,15.2260,5
3275,12,55,15.2250,5
3276,7,55,15.2225,5
3277,34,55,15.2283,5
3278,30,55,15.2328,5
3279,28,55,15.2367,5
3280,19,55,15.2378,5
3281,40,55,15.2454,5
3282,20,55,15.2468,5
3283,13,55,15.2461,5
3284,35,55,15.2521,5
3285,16,55,15.2524,5
3286,8,55,15.2502,5
3287,32,55,15.2552,5
3288,19,55,15.2564,5
3289,13,55,15.2557,5
3290,22,55,15.2578,5
3291,17,55,15.2583,5
3292,6,55,15.2555,5
3293,22,55,15.2575,5
3294,30,55,15.2620,5
3295,10,55,15.2604,5
3296,16,55,15.2606,5
3297,17,55,15.2611,5
3298,12,55,15.2602,5
3299,9,55,15.2583,5
3300,7,55,15.2558,5
3301,12,55,15.2548,5
3302,32,55,15.2598,5
3303,8,55,15.2576,5
3304,31,55,15.2624,5
3305,28,55,15.2663,5
3306,23,55,15.2686,5
3307,30,55,15.2731,5
3308,14,55,15.2727,5
3309,19,55,15.2738,5
3310,0,55,15.2692,5
3311,16,55,15.2694,5
3312,25,55,15.2723,5
3313,12,55,15.2714,5
3314,1,55,15.2670,5
3315,18,55,15.2679,5
3316,13,55,15.2672,5
3317,11,55,15.2659,5
3318,3,55,15.2622,5
3319,9,55,15.2603,5
3320,37,55,15.2669,5
3321,11,55,15.2656,5
3322,16,55,15.2658,5
3323,26,55,15.2690,5
3324,10,55,15.2674,5
3325,17,55,15.2680,5
3326,33,55,15.2733,5
3327,23,55,15.2756,5
3328,17,55,15.2761,5
3329,37,55,15.2827,5
3330,17,55,15.2832,5
3331,6,55,15.2804,5
3332,25,55,15.2833,5
3333,5,55,15.2802,5
3334,27,55,15.2837,5
3335,33,55,15.2891,5
3336,15,55,15.2890,5
3337,5,55,15.2859,5
3338,22,55,15.2879,5
3339,24,55,15.2905,5
3340,12,55,15.2895,5
3341,10,55,15.2879,5
3342,9,55,15.2861,5
3343,24,55,15.2887,5
3344,21,55,15.2904,5
3345,3,55,15.2867,5
3346,27,55,15.2902,5
3347,26,55,15.2934,5
3348,9,55,15.2915,5
3349,4,55,15.2881,5
3350,4,55,15.2848,5
3351,13,55,15.2841,5
3352,6,55,15.2813,5
3353,9,55,15.2795,5
3354,14,55,15.2791,5
3355,14,55,15.2787,5
3356,14,55,15.2783,5
3357,17,55,15.2788,5
3358,9,55,15.2770,5
3359,7,55,15.2745,5
3360,4,55,15.2711,5
3361,11,55,15.2699,5
3362,25,55,15.2728,5
3363,15,55,15.2727,5
3364,25,55,15.2756,5
3365,16,55,15.2758,5
3366,16,55,15.2760,5
3367,25,55,15.2789,5
3368,1,55,15.2746,5
3369,32,55,15.2796,5
3370,22,55,15.2816,5
3371,11,55,15.2803,5
3372,13,55,15.2797,5
3373,14,55,15.2793,5
3374,8,55,15.2771,5
3375,25,55,15.2800,5
3376,14,55,15.2796,5
3377,2,55,15.2757,5
3378,5,55,15.2726,5
3379,15,55,15.2726,5
3380,21,55,15.2743,5
3381,27,55,15.2777,5
3382,30,55,15.2821,5
3383,22,55,15.2841,5
3384,23,55,15.2863,5
3385,19,55,15.2874,5
3386,13,55,15.2868,5
3387,5,55,15.2837,5
3388,19,55,15.2848,5
3389,21,55,15.2865,5
3390,3,55,15.2829,5
3391,16,55,15.2831,5
3392,45,55,15.2919,5
3393,20,55,15.2933,5
3394,12,55,15.2923,5
3395,20,55,15.2937,5
3396,11,55,15.2924,5
3397,23,55,15.2947,5
3398,34,55,15.3002,5
3399,14,55,15.2998,5
3400,23,55,15.3021,5
3401,16,55,15.3023,5
3402,6,55,15.2995,5
3403,26,55,15.3027,5
3404,9,55,15.3008,5
3405,12,55,15.2999,5
3406,21,55,15.3015,5
3407,16,55,15.3017,5
3408,2,55,15.2978,5
3409,26,55,15.3010,5
3410,24,55,15.3035,5
3411,13,55,15.3028,5
3412,25,55,15.3057,5
3413,1,55,15.3015,5
3414,17,55,15.3020,5
3415,10,55,15.3004,5
3416,3,55,15.2968,5
3417,23,55,15.2991,5
3418,13,55,15.2984,5
3419,11,55,15.2972,5
3420,15,55,15.2971,5
3421,3,55,15.2935,5
3422,16,55,15.2937,5
3423,8,55,15.2916,5
3424,17,55,15.2921,5
3425,17,55,15.2926,5
3426,15,55,15.2925,5
3427,24,55,15.2950,5
3428,15,55,15.2949,5
3429,13,55,15.2943,5
3430,19,55,15.2953,5
3431,9,55,15.2935,5
3432,21,55,15.2952,5
3433,3,55,15.2916,5
3434,25,55,15.2944,5
3435,4,55,15.2911,5
3436,20,55,15.2925,5
3437,6,55,15.2898,5
3438,14,55,15.2894,5
3439,12,55,15.2885,5
3440,3,55,15.2849,5
3441,12,55,15.2839,5
3442,29,55,15.2879,5
3443,14,55,15.2875,5
3444,11,55,15.2863,5
3445,19,55,15.2874,5
3446,20,55,15.2887,5
3447,16,55,15.2889,5
3448,11,55,15.2877,5
3449,12,55,15.2867,5
3450,32,55,15.2916,5
3451,5,55,15.2886,5
3452,12,55,15.2877,5
3453,35,55,15.2934,5
3454,2,55,15.2895,5
3455,14,55,15.2891,5
3456,24,55,15.2917,5
3457,19,55,15.2927,5
3458,30,55,15.2970,5
3459,24,55,15.2995,5
3460,26,55,15.3026,5
3461,16,55,15.3028,5
3462,19,55,15.3039,5
3463,10,55,15.3023,5
3464,15,55,15.3023,5
3465,17,55,15.3027,5
3466,16,55,15.3029,5
3467,28,55,15.3066,5
3468,7,55,15.3042,5
3469,31,55,15.3087,5
3470,3,55,15.3052,5
3471,30,55,15.3094,5
3472,2,55,15.3056,5
3473,5,55,15.3026,5
3474,8,55,15.3005,5
3475,16,55,15.3007,5
3476,5,55,15.2978,5
3477,13,55,15.2971,5
3478,14,55,15.2967,5
3479,20,55,15.2981,5
3480,23,55,15.3003,5
3481,25,55,15.3031,5
3482,16,55,15.3033,5
3483,31,55,15.3078,5
3484,24,55,15.3103,5
3485,25,55,15.3131,5
3486,12,55,15.3121,5
3487,5,55,15.3091,5
3488,9,55,15.3073,5
3489,39,55,15.3141,5
3490,19,55,15.3152,5
3491,37,55,15.3214,5
3492,2,55,15.3176,5
3493,5,55,15.3146,5
3494,7,55,15.3122,5
3495,30,55,15.3165,5
3496,7,55,15.3141,5
3497,9,55,15.3123,5
3498,21,55,15.3139,5
3499,22,55,15.3158,5
3500,27,55,15.3191,5
3501,25,55,15.3219,5
3502,5,55,15.3190,5
3503,4,55,15.3157,5
3504,15,55,15.3156,5
3505,23,55,15.3178,5
3506,17,55,15.3183,5
3507,14,55,15.3179,5
3508,9,55,15.3161,5
3509,29,55,15.3200,5
3510,1,55,15.3160,5
3511,14,55,15.3156,5
3512,21,55,15.3172,5
3513,22,55,15.3191,5
3514,18,55,15.3199,5
3515,6,55,15.3172,5
3516,13,55,15.3166,5
3517,30,55,15.3207,5
3518,17,55,15.3212,5
3519,18,55,15.3220,5
3520,8,55,15.3199,5
3521,26,55,15.3229,5
3522,4,55,15.3197,5
3523,10,55,15.3182,5
3524,24,55,15.3207,5
3525,25,55,15.3234,5
3526,20,55,15.3247,5
3527,0,55,15.3204,5
3528,12,55,15.3194,5
3529,18,55,15.3202,5
3530,24,55,15.3227,5
3531,7,55,15.3203,5
3532,17,55,15.3208,5
3533,31,55,15.3252,5
3534,4,55,15.3220,5
3535,10,55,15.3205,5
3536,34,55,15.3258,5
3537,7,55,15.3234,5
3538,3,55,15.3200,5
3539,15,55,15.3199,5
3540,1,55,15.3158,5
3541,7,55,15.3135,5
3542,21,55,15.3151,5
3543,22,55,15.3170,5
3544,14,55,15.3166,5
3545,27,55,15.3199,5
3546,5,55,15.3170,5
3547,16,55,15.3172,5
3548,8,55,15.3151,5
3549,29,55,15.3190,5
3550,4,55,15.3158,5
3551,14,55,15.3154,5
3552,22,55,15.3173,5
3553,12,55,15.3164,5
3554,9,55,15.3146,5
3555,27,55,15.3179,5
3556,3,55,15.3144,5
3557,22,55,15.3163,5
3558,3,55,15.3128,5
3559,8,55,15.3108,5
3560,21,55,15.3124,5
3561,6,55,15.3097,5
3562,3,55,15.3063,5
3563,35,55,15.3118,5
3564,11,55,15.3106,5
3565,27,55,15.3139,5
3566,25,55,15.3166,5
3567,27,55,15.3199,5
3568,4,55,15.3167,5
3569,34,55,15.3219,5
3570,39,55,15.3286,5
3571,13,55,15.3279,5
3572,27,55,15.3312,5
3573,16,55,15.3314,5
3574,8,55,15.3293,5
3575,34,55,15.3345,5
3576,14,55,15.3342,5
3577,25,55,15.3369,5
3578,19,55,15.3379,5
3579,30,55,15.3420,5
3580,27,55,15.3453,5
3581,12,55,15.3443,5
3582,9,55,15.3425,5
3583,25,55,15.3452,5
3584,13,55,15.3446,5
3585,23,55,15.3467,5
3586,15,55,15.3466,5
3587,5,55,15.3437,5
3588,12,55,15.3428,5
3589,7,55,15.3405,5
3590,9,55,15.3387,5
3591,2,55,15.3350,5
3592,20,55,15.3363,5
3593,15,55,15.3362,5
3594,31,55,15.3406,5
3595,38,55,15.3469,5
3596,5,55,15.3440,5
3597,4,55,15.3408,5
3598,6,55,15.3382,5
3599,18,55,15.3390,5
3600,32,55,15.3436,5
3601,11,55,15.3424,5
3602,31,55,15.3468,5
3603,26,55,15.3497,5
3604,25,55,15.3524,5
3605,7,55,15.3501,5
3606,17,55,15.3505,5
3607,24,55,15.3529,5
3608,24,55,15.3553,5
3609,8,55,15.3533,5
3610,20,55,15.3546,5
3611,2,55,15.3509,5
3612,17,55,15.3513,5
3613,10,55,15.3498,5
3614,8,55,15.3478,5
3615,22,55,15.3497,5
3616,22,55,15.3515,5
3617,57,57,15.3630,5
3618,20,57,15.3643,5
3619,4,57,15.3611,5
3620,17,57,15.3616,5
3621,18,57,15.3623,5
3622,0,57,15.3581,5
3623,7,57,15.3558,5
3624,33,57,15.3607,5
3625,4,57,15.3575,5
3626,6,57,15.3549,5
3627,11,57,15.3537,5
3628,0,57,15.3495,5
3629,33,57,15.3544,5
3630,11,57,15.3532,5
3631,20,57,15.3544,5
3632,11,57,15.3532,5
3633,25,57,15.3559,5
3634,8,57,15.3539,5
3635,26,57,15.3568,5
3636,0,57,15.3526,5
3637,30,57,15.3566,5
3638,26,57,15.3595,5
3639,19,57,15.3605,5
3640,16,57,15.3607,5
3641,14,57,15.3603,5
3642,18,57,15.3611,5
3643,12,57,15.3601,5
3644,26,57,15.3631,5
3645,15,57,15.3630,5
3646,6,57,15.3604,5
3647,4,57,15.3573,5
3648,15,57,15.3572,5
3649,38,57,15.3634,5
3650,17,57,15.3638,5
3651,9,57,15.3621,5
3652,21,57,15.3636,5
3653,23,57,15.3657,5
3654,6,57,15.3632,5
3655,20,57,15.3644,5
3656,23,57,15.3665,5
3657,8,57,15.3645,5
3658,15,57,15.3644,5
3659,10,57,15.3629,5
3660,25,57,15.3656,5
3661,22,57,15.3674,5
3662,20,57,15.3687,5
3663,5,57,15.3658,5
3664,20,57,15.3671,5
3665,2,57,15.3634,5
3666,14,57,15.3631,5
3667,1,57,15.3591,5
3668,9,57,15.3574,5
3669,17,57,15.3579,5
3670,30,57,15.3619,5
3671,6,57,15.3593,5
3672,13,57,15.3587,5
3673,23,57,15.3607,5
3674,27,57,15.3639,5
3675,1,57,15.3600,5
3676,20,57,15.3613,5
3677,10,57,15.3598,5
3678,2,57,15.3562,5
3679,19,57,15.3572,5
3680,27,57,15.3603,5
3681,1,57,15.3564,5
3682,21,57,15.3580,5
3683,21,57,15.3595,5
3684,9,57,15.3578,5
3685,36,57,15.3634,5
3686,13,57,15.3627,5
3687,37,57,15.3686,5
3688,17,57,15.3690,5
3689,18,57,15.3697,5
3690,13,57,15.3691,5
3691,26,57,15.3720,5
3692,19,57,15.3730,5
3693,35,57,15.3783,5
3694,1,57,15.3744,5
3695,13,57,15.3737,5
3696,36,57,15.3793,5
3697,27,57,15.3825,5
3698,7,57,15.3802,5
3699,13,57,15.3796,5
3700,12,57,15.3786,5
3701,10,57,15.3772,5
3702,31,57,15.3814,5
3703,4,57,15.3783,5
3704,22,57,15.3801,5
3705,10,57,15.3787,5
3706,10,57,15.3772,5
3707,32,57,15.3817,5
3708,20,57,15.3830,5
3709,40,57,15.3896,5
3710,11,57,15.3884,5
3711,29,57,15.3921,5
3712,11,57,15.3909,5
3713,1,57,15.3870,5
3714,9,57,15.3853,5
3715,4,57,15.3822,5
3716,22,57,15.3840,5
3717,35,57,15.3893,5
3718,3,57,15.3860,5
3719,26,57,15.3888,5
3720,11,57,15.3876,5
3721,24,57,15.3899,5
3722,5,57,15.3872,5
3723,7,57,15.3849,5
3724,8,57,15.3829,5
3725,29,57,15.3866,5
3726,25,57,15.3892,5
3727,17,57,15.3896,5
3728,31,57,15.3938,5
3729,22,57,15.3955,5
3730,1,57,15.3917,5
3731,6,57,15.3892,5
3732,13,57,15.3885,5
3733,20,57,15.3898,5
3734,22,57,15.3915,5
3735,13,57,15.3909,5
3736,13,57,15.3903,5
3737,13,57,15.3896,5
3738,33,57,15.3943,5
3739,11,57,15.3932,5
3740,25,57,15.3957,5
3741,34,57,15.4007,5
3742,1,57,15.3968,5
3743,29,57,15.4005,5
3744,15,57,15.4004,5
3745,18,57,15.4011,5
3746,34,57,15.4060,5
3747,2,57,15.4025,5
3748,23,57,15.4045,5
3749,5,57,15.4017,5
3750,13,57,15.4011,5
3751,7,57,15.3988,5
3752,10,57,15.3974,5
3753,25,57,15.3999,5
3754,27,57,15.4030,5
3755,25,57,15.4056,5
3756,20,57,15.4068,5
3757,13,57,15.4062,5
3758,9,57,15.4045,5
3759,2,57,15.4009,5
3760,19,57,15.4019,5
3761,39,57,15.4081,5
3762,9,57,15.4064,5
3763,18,57,15.4071,5
3764,13,57,15.4065,5
3765,9,57,15.4048,5
3766,36,57,15.4102,5
3767,2,57,15.4067,5
3768,16,57,15.4068,5
3769,15,57,15.4067,5
3770,16,57,15.4069,5
3771,13,57,15.4063,5
3772,16,57,15.4064,5
3773,20,57,15.4076,5
3774,2,57,15.4041,5
3775,33,57,15.4087,5
3776,8,57,15.4068,5
3777,12,57,15.4059,5
3778,48,57,15.4145,5
3779,16,57,15.4147,5
3780,17,57,15.4151,5
3781,16,57,15.4152,5
3782,28,57,15.4186,5
3783,28,57,15.4219,5
3784,6,57,15.4194,5
3785,19,57,15.4203,5
3786,7,57,15.4181,5
3787,11,57,15.4170,5
3788,24,57,15.4192,5
3789,5,57,15.4165,5
3790,0,57,15.4124,5
3791,23,57,15.4144,5
3792,14,57,15.4140,5
3793,21,57,15.4155,5
3794,5,57,15.4128,5
3795,23,57,15.4148,5
3796,4,57,15.4117,5
3797,6,57,15.4093,5
3798,10,57,15.4078,5
3799,18,57,15.4085,5
3800,21,57,15.4100,5
3801,10,57,15.4086,5
3802,3,57,15.4053,5
3803,12,57,15.4044,5
3804,10,57,15.4030,5
3805,0,57,15.3989,5
3806,4,57,15.3960,5
3807,15,57,15.3958,5
3808,23,57,15.3978,5
3809,20,57,15.3991,5
3810,0,57,15.3950,5
3811,5,57,15.3923,5
3812,22,57,15.3940,5
3813,21,57,15.3955,5
3814,14,57,15.3951,5
3815,13,57,15.3945,5
3816,24,57,15.3968,5
3817,17,57,15.3972,5
3818,29,57,15.4007,5
3819,15,57,15.4006,5
3820,1,57,15.3969,5
3821,5,57,15.3941,5
3822,12,57,15.3932,5
3823,0,57,15.3892,5
3824,32,57,15.3936,5
3825,11,57,15.3924,5
3826,17,57,15.3928,5
3827,27,57,15.3959,5
3828,8,57,15.3939,5
3829,16,57,15.3941,5
3830,2,57,15.3906,5
3831,16,57,15.3908,5
3832,5,57,15.3880,5
3833,25,57,15.3906,5
3834,29,57,15.3941,5
3835,28,57,15.3974,5
3836,17,57,15.3978,5
3837,18,57,15.3985,5
3838,12,57,15.3976,5
3839,6,57,15.3952,5
3840,23,57,15.3971,5
3841,4,57,15.3942,5
3842,15,57,15.3941,5
3843,10,57,15.3927,5
3844,4,57,15.3897,5
3845,18,57,15.3904,5
3846,25,57,15.3929,5
3847,34,57,15.3977,5
3848,39,57,15.4038,5
3849,10,57,15.4024,5
3850,17,57,15.4029,5
3851,5,57,15.4002,5
3852,8,57,15.3982,5
3853,12,57,15.3974,5
3854,34,57,15.4022,5
3855,2,57,15.3987,5
3856,11,57,15.3976,5
3857,21,57,15.3990,5
3858,28,57,15.4023,5
3859,14,57,15.4019,5
3860,8,57,15.4000,5
3861,20,57,15.4012,5
3862,23,57,15.4032,5
3863,25,57,15.4056,5
3864,13,57,15.4050,5
3865,24,57,15.4072,5
3866,6,57,15.4048,5
3867,12,57,15.4039,5
3868,25,57,15.4064,5
3869,16,57,15.4066,5
3870,6,57,15.4041,5
3871,13,57,15.4035,5
3872,12,57,15.4026,5
3873,19,57,15.4036,5
3874,6,57,15.4011,5
3875,25,57,15.4036,5
3876,27,57,15.4066,5
3877,20,57,15.4078,5
3878,22,57,15.4095,5
3879,7,57,15.4073,5
3880,11,57,15.4062,5
3881,6,57,15.4038,5
3882,36,57,15.4091,5
3883,4,57,15.4061,5
3884,29,57,15.4096,5
3885,25,57,15.4121,5
3886,3,57,15.4089,5
3887,0,57,15.4049,5
3888,28,57,15.4082,5
3889,10,57,15.4068,5
3890,26,57,15.4095,5
3891,2,57,15.4061,5
3892,8,57,15.4042,5
3893,12,57,15.4033,5
3894,25,57,15.4058,5
3895,0,57,15.4018,5
3896,27,57,15.4048,5
3897,18,57,15.4054,5
3898,11,57,15.4043,5
3899,18,57,15.4050,5
3900,7,57,15.4028,5
3901,17,57,15.4032,5
3902,11,57,15.4021,5
3903,20,57,15.4033,5
3904,1,57,15.3996,5
3905,11,57,15.3985,5
3906,3,57,15.3953,5
3907,9,57,15.3937,5
3908,4,57,15.3907,5
3909,13,57,15.3901,5
3910,9,57,15.3885,5
3911,18,57,15.3892,5
3912,29,57,15.3926,5
3913,26,57,15.3953,5
3914,1,57,15.3917,5
3915,5,57,15.3890,5
3916,10,57,15.3876,5
3917,5,57,15.3850,5
3918,28,57,15.3882,5
3919,19,57,15.3891,5
3920,44,57,15.3964,5
3921,2,57,15.3930,5
3922,11,57,15.3919,5
3923,19,57,15.3928,5
3924,4,57,15.3899,5
3925,43,57,15.3969,5
3926,16,57,15.3971,5
3927,35,57,15.4021,5
3928,4,57,15.3992,5
3929,1,57,15.3955,5
3930,1,57,15.3919,5
3931,16,57,15.3920,5
3932,2,57,15.3886,5
3933,10,57,15.3872,5
3934,31,57,15.3912,5
3935,26,57,15.3939,5
3936,24,57,15.3961,5
3937,13,57,15.3955,5
3938,10,57,15.3941,5
3939,18,57,15.3948,5
3940,18,57,15.3954,5
3941,9,57,15.3938,5
3942,17,57,15.3942,5
3943,8,57,15.3923,5
3944,2,57,15.3889,5
3945,10,57,15.3876,5
3946,27,57,15.3905,5
3947,18,57,15.3912,5
3948,23,57,15.3931,5
3949,28,57,15.3963,5
3950,11,57,15.3952,5
3951,26,57,15.3979,5
3952,2,57,15.3945,5
3953,6,57,15.3921,5
3954,7,57,15.3900,5
3955,14,57,15.3896,5
3956,30,57,15.3933,5
3957,20,57,15.3945,5
3958,8,57,15.3926,5
3959,10,57,15.3913,5
3960,18,57,15.3919,5
3961,25,57,15.3943,5
3962,0,57,15.3905,5
3963,5,57,15.3878,5
3964,9,57,15.3862,5
3965,19,57,15.3871,5
3966,14,57,15.3868,5
3967,6,57,15.3844,5
3968,27,57,15.3873,5
3969,5,57,15.3847,5
3970,16,57,15.3849,5
3971,10,57,15.3835,5
3972,23,57,15.3854,5
3973,24,57,15.3876,5
3974,12,57,15.3868,5
3975,9,57,15.3852,5
3976,34,57,15.3898,5
3977,24,57,15.3920,5
3978,22,57,15.3937,5
3979,12,57,15.3928,5
3980,25,57,15.3952,5
3981,8,57,15.3934,5
3982,1,57,15.3898,5
3983,11,57,15.3887,5
3984,6,57,15.3863,5
3985,3,57,15.3832,5
3986,26,57,15.3859,5
3987,15,57,15.3858,5
3988,30,57,15.3894,5
3989,6,57,15.3871,5
3990,16,57,15.3872,5
3991,21,57,15.3886,5
3992,25,57,15.3910,5
3993,21,57,15.3924,5
3994,0,57,15.3886,5
3995,20,57,15.3897,5
3996,25,57,15.3921,5
3997,20,57,15.3933,5
3998,12,57,15.3924,5
3999,4,57,15.3896,5
4000,19,57,15.3905,5
4001,12,57,15.3897,5
4002,25,57,15.3921,5
4003,19,57,15.3930,5
4004,21,57,15.3944,5
4005,13,57,15.3938,5
4006,10,57,15.3924,5
4007,8,57,15.3906,5
4008,14,57,15.3902,5
4009,25,57,15.3926,5
4010,1,57,15.3890,5
4011,10,57,15.3877,5
4012,6,57,15.3853,5
4013,18,57,15.3860,5
4014,23,57,15.3879,5
4015,25,57,15.3903,5
4016,4,57,15.3875,5
4017,30,57,15.3911,5
4018,4,57,15.3883,5
4019,9,57,15.3867,5
4020,4,57,15.3838,5
4021,4,57,15.3810,5
4022,20,57,15.3821,5
4023,31,57,15.3860,5
4024,21,57,15.3874,5
4025,18,57,15.3881,5
4026,28,57,15.3912,5
4027,10,57,15.3899,5
4028,13,57,15.3893,5
4029,15,57,15.3892,5
4030,9,57,15.3876,5
4031,18,57,15.3882,5
4032,7,57,15.3862,5
4033,13,57,15.3856,5
4034,13,57,15.3850,5
4035,7,57,15.3829,5
4036,1,57,15.3793,5
4037,12,57,15.3785,5
4038,6,57,15.3762,5
4039,43,57,15.3830,5
4040,10,57,15.3817,5
4041,6,57,15.3794,5
4042,21,57,15.3808,5
4043,29,57,15.3841,5
4044,15,57,15.3840,5
4045,2,57,15.3807,5
4046,6,57,15.3784,5
4047,18,57,15.3790,5
4048,12,57,15.3782,5
4049,18,57,15.3789,5
4050,7,57,15.3768,5
4051,7,57,15.3747,5
4052,20,57,15.3759,5
4053,9,57,15.3743,5
4054,3,57,15.3712,5
4055,22,57,15.3729,5
4056,17,57,15.3733,5
4057,8,57,15.3715,5
4058,17,57,15.3719,5
4059,33,57,15.3762,5
